Pricelist_Version,Valid_From,Source_File,Source_SHA256,Imported_On
1.0,July 2026,Lithium Balance BMS_July 01_RSP_Distributor.xlsx,a239e3bc22427a750079ae05070f4903ca40933a9b3034db13cb9a3668ca96b9,2026-08-03
